customer_id,day,amount,txn_type,device_id,address_id
10,75,2134.0705823111875,purchase,dev_family_3,addr_family_3
10,84,1238.5307179570839,purchase,dev_family_3,addr_family_3
11,82,725.7438421909692,purchase,dev_family_3,addr_family_3
11,88,2949.956277994493,purchase,dev_family_3,addr_family_3
12,75,2886.7252178369167,purchase,dev_family_4,addr_family_4
12,80,726.1564475768772,purchase,dev_family_4,addr_family_4
12,83,3171.0969892240596,purchase,dev_family_4,addr_family_4
12,88,1105.8906854313566,purchase,dev_family_4,addr_family_4
12,106,2704.550253486812,purchase,dev_family_4,addr_family_4
12,128,1847.638095665583,purchase,dev_family_4,addr_family_4
13,43,2707.3915716201827,purchase,dev_family_4,addr_family_4
13,46,480.54167128298843,purchase,dev_family_4,addr_family_4
14,44,1360.1030477950628,purchase,dev_family_4,addr_family_4
14,63,1710.01443969072,purchase,dev_family_4,addr_family_4
14,87,2211.3952113157884,purchase,dev_family_4,addr_family_4
14,96,2614.162490080354,purchase,dev_family_4,addr_family_4
14,120,1197.5949203356809,purchase,dev_family_4,addr_family_4
15,74,4716.09789154531,purchase,dev_family_5,addr_family_5
15,86,874.260446280794,purchase,dev_family_5,addr_family_5
15,98,996.896041307591,purchase,dev_family_5,addr_family_5
15,103,996.896041307591,return,dev_family_5,addr_family_5
16,44,1027.9073200083678,purchase,dev_family_5,addr_family_5
16,67,1277.7662597601231,purchase,dev_family_5,addr_family_5
16,79,643.21393150252,purchase,dev_family_5,addr_family_5
16,87,774.0273514628649,purchase,dev_family_5,addr_family_5
16,95,5724.632216046237,purchase,dev_family_5,addr_family_5
17,44,1184.837693916078,purchase,dev_family_5,addr_family_5
17,60,1109.7854245298113,purchase,dev_family_5,addr_family_5
17,66,673.5431727098218,purchase,dev_family_5,addr_family_5
17,73,673.5431727098218,return,dev_family_5,addr_family_5
18,15,2222.4331960363393,purchase,dev_family_5,addr_family_5
18,31,1596.9937014198108,purchase,dev_family_5,addr_family_5
19,66,1275.8357088472985,purchase,dev_family_6,addr_family_6
19,83,1624.447888775034,purchase,dev_family_6,addr_family_6
19,89,1624.447888775034,return,dev_family_6,addr_family_6
20,11,1527.480022764379,purchase,dev_family_6,addr_family_6
20,29,2129.6634484123615,purchase,dev_family_6,addr_family_6
20,34,768.7644823655396,purchase,dev_family_6,addr_family_6
21,54,1445.6021926490234,purchase,dev_family_7,addr_family_7
21,75,1189.8408857895868,purchase,dev_family_7,addr_family_7
21,88,1553.0825778375045,purchase,dev_family_7,addr_family_7
21,100,1578.132937031309,purchase,dev_family_7,addr_family_7
22,40,791.1999717854312,purchase,dev_family_7,addr_family_7
22,51,2565.7915265473434,purchase,dev_family_7,addr_family_7
22,72,2413.1927553968258,purchase,dev_family_7,addr_family_7
23,34,743.1130513873438,purchase,dev_family_7,addr_family_7
23,53,1217.645641544275,purchase,dev_family_7,addr_family_7
23,69,3328.6532735734513,purchase,dev_family_7,addr_family_7
23,74,610.3178409305419,purchase,dev_family_7,addr_family_7
23,98,1033.6588608429429,purchase,dev_family_7,addr_family_7
23,122,1842.2941699502567,purchase,dev_family_7,addr_family_7
24,78,1565.5691888157316,purchase,dev_family_7,addr_family_7
24,81,425.96417466433974,purchase,dev_family_7,addr_family_7
24,96,1388.5520417739633,purchase,dev_family_7,addr_family_7
25,44,2801.6800218292674,purchase,dev_family_8,addr_family_8
25,63,1006.7958781470292,purchase,dev_family_8,addr_family_8
25,75,2285.2615895847043,purchase,dev_family_8,addr_family_8
25,95,1533.2909001958926,purchase,dev_family_8,addr_family_8
26,69,2208.153938422349,purchase,dev_family_8,addr_family_8
26,75,1258.2730754895351,purchase,dev_family_8,addr_family_8
27,25,4289.075768668529,purchase,dev_family_9,addr_family_9
27,30,2987.305772563892,purchase,dev_family_9,addr_family_9
27,35,1413.664039178814,purchase,dev_family_9,addr_family_9
27,53,716.3553859747655,purchase,dev_family_9,addr_family_9
27,74,900.4835123302773,purchase,dev_family_9,addr_family_9
27,88,1537.8445769564723,purchase,dev_family_9,addr_family_9
27,111,421.97593303361947,purchase,dev_family_9,addr_family_9
27,129,1685.2899175144917,purchase,dev_family_9,addr_family_9
28,34,1745.91203245255,purchase,dev_family_9,addr_family_9
28,56,1224.3854126012304,purchase,dev_family_9,addr_family_9
28,76,1100.0703528610652,purchase,dev_family_9,addr_family_9
28,83,1172.7193996385047,purchase,dev_family_9,addr_family_9
28,86,1172.7193996385047,return,dev_family_9,addr_family_9
29,20,1161.6050213035246,purchase,dev_family_10,addr_family_10
29,40,2309.08991190361,purchase,dev_family_10,addr_family_10
29,52,911.664834590892,purchase,dev_family_10,addr_family_10
29,55,1275.3268332728571,purchase,dev_family_10,addr_family_10
29,70,881.2143400235796,purchase,dev_family_10,addr_family_10
30,42,3166.508738369391,purchase,dev_family_10,addr_family_10
30,60,1630.1278627512493,purchase,dev_family_10,addr_family_10
30,63,1254.455226250917,purchase,dev_family_10,addr_family_10
31,21,784.5605831409835,purchase,dev_family_10,addr_family_10
31,28,1658.9584096518201,purchase,dev_family_10,addr_family_10
32,67,640.065869132397,purchase,dev_family_11,addr_family_11
32,75,2338.5730678610475,purchase,dev_family_11,addr_family_11
32,92,1254.4233136197047,purchase,dev_family_11,addr_family_11
33,67,1451.1263060135784,purchase,dev_family_11,addr_family_11
33,83,1582.14244649948,purchase,dev_family_11,addr_family_11
34,48,766.0963487626335,purchase,dev_family_11,addr_family_11
34,54,766.0963487626335,return,dev_family_11,addr_family_11
34,57,3528.455720333453,purchase,dev_family_11,addr_family_11
34,69,827.9513874306696,purchase,dev_family_11,addr_family_11
35,53,1343.6828669933307,purchase,dev_family_11,addr_family_11
35,77,2742.450803155295,purchase,dev_family_11,addr_family_11
35,91,1790.7477475429494,purchase,dev_family_11,addr_family_11
35,110,907.1055369701677,purchase,dev_family_11,addr_family_11
35,124,875.0065791930487,purchase,dev_family_11,addr_family_11
35,127,1868.3157174965647,purchase,dev_family_11,addr_family_11
36,21,1147.8701632013913,purchase,dev_family_12,addr_family_12
36,31,536.0872661995345,purchase,dev_family_12,addr_family_12
36,36,536.0872661995345,return,dev_family_12,addr_family_12
37,57,631.9108170832542,purchase,dev_family_12,addr_family_12
37,73,1020.7084724823151,purchase,dev_family_12,addr_family_12
37,85,1012.5365093777169,purchase,dev_family_12,addr_family_12
38,63,1591.3255276832301,purchase,dev_family_12,addr_family_12
38,70,949.3844800642268,purchase,dev_family_12,addr_family_12
38,93,824.6221159873451,purchase,dev_family_12,addr_family_12
38,117,2612.054010877442,purchase,dev_family_12,addr_family_12
39,42,1430.4479249007973,purchase,dev_family_12,addr_family_12
39,55,1117.7966627486035,purchase,dev_family_12,addr_family_12
40,44,1842.2362231136435,purchase,dev_family_13,addr_family_13
40,52,2377.741413970446,purchase,dev_family_13,addr_family_13
41,4,1482.8098592194951,purchase,dev_family_13,addr_family_13
41,23,1865.5906515700458,purchase,dev_family_13,addr_family_13
41,37,1769.1716494720329,purchase,dev_family_13,addr_family_13
41,55,1282.3542360365732,purchase,dev_family_13,addr_family_13
41,76,918.9541315256239,purchase,dev_family_13,addr_family_13
41,87,858.8560620436426,purchase,dev_family_13,addr_family_13
42,29,1236.6678778037103,purchase,dev_family_13,addr_family_13
42,36,1762.0161292787052,purchase,dev_family_13,addr_family_13
42,42,1294.6683902118345,purchase,dev_family_13,addr_family_13
42,58,854.1891076089566,purchase,dev_family_13,addr_family_13
43,66,3636.0320335797264,purchase,dev_family_13,addr_family_13
43,83,1506.7709316027006,purchase,dev_family_13,addr_family_13
43,98,726.917392918444,purchase,dev_family_13,addr_family_13
43,119,586.4693607599116,purchase,dev_family_13,addr_family_13
43,126,586.4693607599116,return,dev_family_13,addr_family_13
43,133,1032.466412017396,purchase,dev_family_13,addr_family_13
43,153,1511.4577476523752,purchase,dev_family_13,addr_family_13
43,161,1003.481323117889,purchase,dev_family_13,addr_family_13
43,173,978.6814747053463,purchase,dev_family_13,addr_family_13
43,181,1961.4970097325258,purchase,dev_family_13,addr_family_13
43,190,1961.4970097325258,return,dev_family_13,addr_family_13
44,14,798.5886436163432,purchase,dev_family_14,addr_family_14
45,63,985.3644761757957,purchase,dev_family_14,addr_family_14
45,71,1361.1072977578935,purchase,dev_family_14,addr_family_14
45,92,982.5655243162696,purchase,dev_family_14,addr_family_14
45,100,982.5655243162696,return,dev_family_14,addr_family_14
45,103,1090.2702048844933,purchase,dev_family_14,addr_family_14
45,111,400.8590360811027,purchase,dev_family_14,addr_family_14
46,29,767.628566693036,purchase,dev_family_14,addr_family_14
46,51,1741.0674613571052,purchase,dev_family_14,addr_family_14
46,63,3738.136450545314,purchase,dev_family_14,addr_family_14
46,83,1131.5429456439456,purchase,dev_family_14,addr_family_14
46,88,563.7800523006155,purchase,dev_family_14,addr_family_14
47,38,1796.5610404440883,purchase,dev_family_14,addr_family_14
47,40,1796.5610404440883,return,dev_family_14,addr_family_14
47,47,1463.6638497329009,purchase,dev_family_14,addr_family_14
47,59,1139.2257544122042,purchase,dev_family_14,addr_family_14
47,83,853.0246564169379,purchase,dev_family_14,addr_family_14
48,69,1983.1108325393852,purchase,dev_family_15,addr_family_15
48,88,937.3554768944576,purchase,dev_family_15,addr_family_15
48,97,1595.0738439270538,purchase,dev_family_15,addr_family_15
48,107,1623.8441667761267,purchase,dev_family_15,addr_family_15
48,115,1232.174821932498,purchase,dev_family_15,addr_family_15
49,53,2833.271188639393,purchase,dev_family_15,addr_family_15
49,68,1083.1330970758909,purchase,dev_family_15,addr_family_15
49,91,2156.03642493821,purchase,dev_family_15,addr_family_15
49,103,885.9384481178689,purchase,dev_family_15,addr_family_15
49,105,885.9384481178689,return,dev_family_15,addr_family_15
49,111,827.3110789609624,purchase,dev_family_15,addr_family_15
49,119,2336.6719346165833,purchase,dev_family_15,addr_family_15
49,133,799.9851298953988,purchase,dev_family_15,addr_family_15
50,50,1198.9865558167694,purchase,dev_family_15,addr_family_15
50,56,1902.3244726204664,purchase,dev_family_15,addr_family_15
50,59,1331.3618898052814,purchase,dev_family_15,addr_family_15
51,29,2354.3252060329282,purchase,dev_family_15,addr_family_15
51,52,844.3412850646846,purchase,dev_family_15,addr_family_15
51,65,1542.706301081163,purchase,dev_family_15,addr_family_15
51,78,765.2725633762678,purchase,dev_family_15,addr_family_15
51,82,1379.0321140769574,purchase,dev_family_15,addr_family_15
51,86,1379.0321140769574,return,dev_family_15,addr_family_15
52,31,2005.210137480431,purchase,dev_family_16,addr_family_16
52,38,435.443791916698,purchase,dev_family_16,addr_family_16
53,20,2133.286683167367,purchase,dev_family_16,addr_family_16
53,33,1112.2515371539212,purchase,dev_family_16,addr_family_16
53,39,1347.121867827999,purchase,dev_family_16,addr_family_16
54,45,1671.1592263252844,purchase,dev_family_16,addr_family_16
54,59,1939.1540847034794,purchase,dev_family_16,addr_family_16
54,71,1588.2621403981673,purchase,dev_family_16,addr_family_16
54,82,1014.2493087775833,purchase,dev_family_16,addr_family_16
54,85,3105.4326040866763,purchase,dev_family_16,addr_family_16
54,106,1521.735453743302,purchase,dev_family_16,addr_family_16
55,36,1633.525190737986,purchase,dev_family_17,addr_family_17
55,54,698.317549708129,purchase,dev_family_17,addr_family_17
55,63,698.317549708129,return,dev_family_17,addr_family_17
56,6,1241.994782000225,purchase,dev_family_17,addr_family_17
56,22,716.8325211492582,purchase,dev_family_17,addr_family_17
56,32,548.2033223472639,purchase,dev_family_17,addr_family_17
56,36,2274.7191414316035,purchase,dev_family_17,addr_family_17
56,39,548.2033223472639,return,dev_family_17,addr_family_17
56,52,1365.7467169798201,purchase,dev_family_17,addr_family_17
56,59,1591.293445701879,purchase,dev_family_17,addr_family_17
57,36,1519.9647267491177,purchase,dev_family_18,addr_family_18
57,56,978.4473300357974,purchase,dev_family_18,addr_family_18
57,73,1513.30638431775,purchase,dev_family_18,addr_family_18
57,84,757.6984622622043,purchase,dev_family_18,addr_family_18
57,102,749.1657421620009,purchase,dev_family_18,addr_family_18
57,109,527.9900418409785,purchase,dev_family_18,addr_family_18
57,126,1262.936156884017,purchase,dev_family_18,addr_family_18
58,42,919.2462505747073,purchase,dev_family_18,addr_family_18
58,64,1137.8195079438588,purchase,dev_family_18,addr_family_18
58,76,1132.3273410269803,purchase,dev_family_18,addr_family_18
58,95,1363.4700526966733,purchase,dev_family_18,addr_family_18
59,77,940.4587000561572,purchase,dev_family_18,addr_family_18
59,92,1048.509497573496,purchase,dev_family_18,addr_family_18
59,115,1360.4118909717188,purchase,dev_family_18,addr_family_18
59,134,1584.9237268665295,purchase,dev_family_18,addr_family_18
60,20,1396.8716808268066,purchase,dev_family_18,addr_family_18
60,39,2029.4415361325455,purchase,dev_family_18,addr_family_18
60,52,999.8076720487549,purchase,dev_family_18,addr_family_18
60,66,1539.8374568291729,purchase,dev_family_18,addr_family_18
61,29,1331.2057021653475,purchase,dev_family_19,addr_family_19
61,38,1320.820973320066,purchase,dev_family_19,addr_family_19
61,57,2151.2940094284677,purchase,dev_family_19,addr_family_19
62,44,2496.072284792099,purchase,dev_family_19,addr_family_19
62,56,571.3509067914986,purchase,dev_family_19,addr_family_19
63,17,2263.5050666143165,purchase,dev_family_19,addr_family_19
63,23,870.3026461222444,purchase,dev_family_19,addr_family_19
63,44,1627.574018067624,purchase,dev_family_19,addr_family_19
64,30,707.3260810882592,purchase,dev_family_20,addr_family_20
64,52,782.0177197696867,purchase,dev_family_20,addr_family_20
64,69,1768.330295242175,purchase,dev_family_20,addr_family_20
64,81,2194.4847776729293,purchase,dev_family_20,addr_family_20
65,56,523.0101054764576,purchase,dev_family_20,addr_family_20
65,59,1421.7061316944923,purchase,dev_family_20,addr_family_20
65,82,1232.6493549046818,purchase,dev_family_20,addr_family_20
66,41,1343.4662949131005,purchase,dev_family_20,addr_family_20
66,45,3052.441370636351,purchase,dev_family_20,addr_family_20
66,58,1798.61722983847,purchase,dev_family_20,addr_family_20
67,17,2065.204060606598,purchase,dev_family_21,addr_family_21
68,10,309.4210009080787,purchase,dev_family_21,addr_family_21
68,30,565.8156374738833,purchase,dev_family_21,addr_family_21
68,49,1700.6480590937722,purchase,dev_family_21,addr_family_21
68,64,2657.843860466293,purchase,dev_family_21,addr_family_21
68,68,4111.158561464941,purchase,dev_family_21,addr_family_21
69,58,676.971499568084,purchase,dev_family_21,addr_family_21
69,80,2126.385520615,purchase,dev_family_21,addr_family_21
69,84,1162.8185546470445,purchase,dev_family_21,addr_family_21
69,97,1823.3068826053395,purchase,dev_family_21,addr_family_21
69,108,795.687231747929,purchase,dev_family_21,addr_family_21
70,35,1934.8625052370357,purchase,dev_family_22,addr_family_22
70,50,663.7233698212154,purchase,dev_family_22,addr_family_22
70,53,1151.349625075769,purchase,dev_family_22,addr_family_22
70,59,2806.3423379385117,purchase,dev_family_22,addr_family_22
70,68,2584.8013473083906,purchase,dev_family_22,addr_family_22
71,68,1088.725981259037,purchase,dev_family_22,addr_family_22
71,76,1587.8004749795737,purchase,dev_family_22,addr_family_22
71,81,1110.5151309062405,purchase,dev_family_22,addr_family_22
71,90,722.4104419639954,purchase,dev_family_22,addr_family_22
71,93,1042.7613608695276,purchase,dev_family_22,addr_family_22
71,112,803.9020389558002,purchase,dev_family_22,addr_family_22
72,23,1587.534845736767,purchase,dev_family_23,addr_family_23
72,32,1644.043818195218,purchase,dev_family_23,addr_family_23
73,50,2425.558767363839,purchase,dev_family_23,addr_family_23
73,62,1707.1499383323837,purchase,dev_family_23,addr_family_23
73,80,1338.49840894998,purchase,dev_family_23,addr_family_23
73,90,2003.8774740084725,purchase,dev_family_23,addr_family_23
73,102,830.9786407317705,purchase,dev_family_23,addr_family_23
74,55,1756.8842938673026,purchase,dev_family_23,addr_family_23
74,78,719.9071429448213,purchase,dev_family_23,addr_family_23
74,102,1414.9137827284346,purchase,dev_family_23,addr_family_23
74,118,2796.173860381512,purchase,dev_family_23,addr_family_23
75,37,2771.170548842229,purchase,dev_family_23,addr_family_23
75,49,2359.293021759972,purchase,dev_family_23,addr_family_23
75,60,783.6940672536372,purchase,dev_family_23,addr_family_23
76,5,604.0173182597457,purchase,dev_family_24,addr_family_24
76,16,1500.2589763000678,purchase,dev_family_24,addr_family_24
76,27,998.9527272556902,purchase,dev_family_24,addr_family_24
76,43,1513.0401349943809,purchase,dev_family_24,addr_family_24
77,55,619.0508381151893,purchase,dev_family_24,addr_family_24
77,61,994.2170571498991,purchase,dev_family_24,addr_family_24
77,73,1993.1391287022927,purchase,dev_family_24,addr_family_24
77,76,2472.899129136724,purchase,dev_family_24,addr_family_24
78,66,1736.8532651887726,purchase,dev_family_24,addr_family_24
78,70,1901.43012317736,purchase,dev_family_24,addr_family_24
78,92,2570.3119038833033,purchase,dev_family_24,addr_family_24
78,113,2817.7645726538067,purchase,dev_family_24,addr_family_24
78,119,1187.7088587127773,purchase,dev_family_24,addr_family_24
79,38,817.0386698704646,purchase,dev_family_24,addr_family_24
79,52,1341.514226987648,purchase,dev_family_24,addr_family_24
79,73,1221.5943474719381,purchase,dev_family_24,addr_family_24
80,50,856.5359791054422,purchase,dev_family_25,addr_family_25
80,71,950.5812712083209,purchase,dev_family_25,addr_family_25
80,83,2550.9525684666296,purchase,dev_family_25,addr_family_25
81,35,1020.874186152142,purchase,dev_family_25,addr_family_25
81,42,1891.3614873281472,purchase,dev_family_25,addr_family_25
81,52,2229.4759718121754,purchase,dev_family_25,addr_family_25
81,58,1468.5472350579078,purchase,dev_family_25,addr_family_25
81,79,1011.5696239418471,purchase,dev_family_25,addr_family_25
82,21,1179.3231074554203,purchase,dev_family_25,addr_family_25
82,38,818.4571011110746,purchase,dev_family_25,addr_family_25
82,49,3297.3387208519116,purchase,dev_family_25,addr_family_25
82,57,3297.3387208519116,return,dev_family_25,addr_family_25
82,63,754.0042475939783,purchase,dev_family_25,addr_family_25
82,67,1263.3976353357727,purchase,dev_family_25,addr_family_25
82,75,601.7830964470986,purchase,dev_family_25,addr_family_25
83,57,897.7522610696076,purchase,dev_family_26,addr_family_26
83,72,1332.3247952992963,purchase,dev_family_26,addr_family_26
83,88,1607.8961607920362,purchase,dev_family_26,addr_family_26
83,110,1248.2602380600063,purchase,dev_family_26,addr_family_26
84,62,3569.7195004758337,purchase,dev_family_26,addr_family_26
84,71,2814.2734094003777,purchase,dev_family_26,addr_family_26
84,88,691.4075403573094,purchase,dev_family_26,addr_family_26
85,37,938.076467739337,purchase,dev_family_26,addr_family_26
85,51,1554.2611011821919,purchase,dev_family_26,addr_family_26
85,61,1048.8622308115791,purchase,dev_family_26,addr_family_26
86,24,541.6882546336366,purchase,dev_family_27,addr_family_27
86,35,2597.9497095985344,purchase,dev_family_27,addr_family_27
87,14,1928.2287550886601,purchase,dev_family_27,addr_family_27
87,25,1771.8335357609333,purchase,dev_family_27,addr_family_27
87,48,764.0366688292062,purchase,dev_family_27,addr_family_27
87,54,1398.6360223732713,purchase,dev_family_27,addr_family_27
88,62,1824.562219167619,purchase,dev_family_27,addr_family_27
88,82,811.8814107501395,purchase,dev_family_27,addr_family_27
89,71,2172.534240568373,purchase,dev_family_27,addr_family_27
89,81,899.2350930548062,purchase,dev_family_27,addr_family_27
89,91,978.2425397384861,purchase,dev_family_27,addr_family_27
89,106,1313.8681730375404,purchase,dev_family_27,addr_family_27
89,115,2207.615309034764,purchase,dev_family_27,addr_family_27
89,121,1993.9821624543479,purchase,dev_family_27,addr_family_27
90,64,2764.65850670957,purchase,dev_family_28,addr_family_28
90,69,980.6343472479003,purchase,dev_family_28,addr_family_28
90,78,980.6343472479003,return,dev_family_28,addr_family_28
90,85,3011.0229622333823,purchase,dev_family_28,addr_family_28
90,88,1201.0908156886537,purchase,dev_family_28,addr_family_28
90,94,489.28674224004027,purchase,dev_family_28,addr_family_28
90,115,1380.545823266934,purchase,dev_family_28,addr_family_28
91,66,1099.61299490131,purchase,dev_family_28,addr_family_28
91,73,2044.158626517888,purchase,dev_family_28,addr_family_28
91,87,962.266610197573,purchase,dev_family_28,addr_family_28
91,110,1375.7314240212531,purchase,dev_family_28,addr_family_28
91,126,374.9962150009108,purchase,dev_family_28,addr_family_28
92,43,742.4827297173192,purchase,dev_family_28,addr_family_28
92,50,1639.2219874634188,purchase,dev_family_28,addr_family_28
92,71,3354.684210253517,purchase,dev_family_28,addr_family_28
92,80,3354.684210253517,return,dev_family_28,addr_family_28
92,85,637.4477165639436,purchase,dev_family_28,addr_family_28
92,100,1011.9383388046069,purchase,dev_family_28,addr_family_28
92,106,613.1182538291449,purchase,dev_family_28,addr_family_28
92,112,613.1182538291449,return,dev_family_28,addr_family_28
93,42,523.7453626231712,purchase,dev_family_29,addr_family_29
93,49,2076.1527115158306,purchase,dev_family_29,addr_family_29
93,56,3393.942160004198,purchase,dev_family_29,addr_family_29
94,55,799.3520725666995,purchase,dev_family_29,addr_family_29
94,69,1577.2241836935243,purchase,dev_family_29,addr_family_29
94,83,1268.2933086519588,purchase,dev_family_29,addr_family_29
94,87,1268.2933086519588,return,dev_family_29,addr_family_29
94,92,702.0880797497664,purchase,dev_family_29,addr_family_29
94,115,1921.6367462682047,purchase,dev_family_29,addr_family_29
94,138,1109.754332909837,purchase,dev_family_29,addr_family_29
95,15,2061.1101516779318,purchase,dev_family_29,addr_family_29
95,39,1617.2361530412086,purchase,dev_family_29,addr_family_29
95,46,2496.93055891158,purchase,dev_family_29,addr_family_29
95,51,628.0517779932054,purchase,dev_family_29,addr_family_29
96,58,1549.3886432896118,purchase,dev_family_30,addr_family_30
96,70,319.4090351002615,purchase,dev_family_30,addr_family_30
96,88,1233.57839173488,purchase,dev_family_30,addr_family_30
96,95,2500.832326895271,purchase,dev_family_30,addr_family_30
96,106,1584.779356467203,purchase,dev_family_30,addr_family_30
97,34,1687.67352063838,purchase,dev_family_30,addr_family_30
97,43,1810.441872925166,purchase,dev_family_30,addr_family_30
98,68,1047.5110414634034,purchase,dev_family_30,addr_family_30
98,74,1895.6845754469773,purchase,dev_family_30,addr_family_30
98,82,1333.5537566489688,purchase,dev_family_30,addr_family_30
98,96,1086.3466278186506,purchase,dev_family_30,addr_family_30
99,61,4083.2021704972813,purchase,dev_family_31,addr_family_31
99,77,1358.329742592179,purchase,dev_family_31,addr_family_31
99,100,1206.278870524309,purchase,dev_family_31,addr_family_31
100,46,1858.1372087975221,purchase,dev_family_31,addr_family_31
100,64,841.7688203881471,purchase,dev_family_31,addr_family_31
100,87,591.2674042704183,purchase,dev_family_31,addr_family_31
100,90,1074.9249753295082,purchase,dev_family_31,addr_family_31
101,49,2749.990513943607,purchase,dev_family_32,addr_family_32
101,65,1548.4662412539396,purchase,dev_family_32,addr_family_32
101,68,1149.0803311303675,purchase,dev_family_32,addr_family_32
101,81,1138.2274856665135,purchase,dev_family_32,addr_family_32
102,60,1601.4419343558893,purchase,dev_family_32,addr_family_32
102,83,874.0349721060289,purchase,dev_family_32,addr_family_32
102,107,2195.7448804730657,purchase,dev_family_32,addr_family_32
102,111,678.4907301116345,purchase,dev_family_32,addr_family_32
102,130,553.4597018967679,purchase,dev_family_32,addr_family_32
102,141,1330.4760726626173,purchase,dev_family_32,addr_family_32
103,16,1101.756715162813,purchase,dev_family_33,addr_family_33
103,40,1677.3814080076934,purchase,dev_family_33,addr_family_33
103,47,1579.6708307195418,purchase,dev_family_33,addr_family_33
104,72,1464.6483838838947,purchase,dev_family_33,addr_family_33
104,78,1324.3239242309594,purchase,dev_family_33,addr_family_33
104,99,1122.3641964655524,purchase,dev_family_33,addr_family_33
105,52,1579.9444589001378,purchase,dev_family_33,addr_family_33
105,62,1718.7623047815111,purchase,dev_family_33,addr_family_33
105,85,3636.4277409456836,purchase,dev_family_33,addr_family_33
105,104,1385.6942888215033,purchase,dev_family_33,addr_family_33
105,122,493.3735788709113,purchase,dev_family_33,addr_family_33
105,131,1487.936657411506,purchase,dev_family_33,addr_family_33
106,34,1230.044698957416,purchase,dev_family_34,addr_family_34
106,47,1768.134145117046,purchase,dev_family_34,addr_family_34
106,60,2187.9928039252977,purchase,dev_family_34,addr_family_34
106,84,829.0546895194034,purchase,dev_family_34,addr_family_34
106,89,576.125865197896,purchase,dev_family_34,addr_family_34
106,106,1175.6189907426656,purchase,dev_family_34,addr_family_34
106,128,1507.9067267386174,purchase,dev_family_34,addr_family_34
106,149,1189.954782725583,purchase,dev_family_34,addr_family_34
106,165,896.3939153447384,purchase,dev_family_34,addr_family_34
107,18,1001.3850046510114,purchase,dev_family_34,addr_family_34
107,22,978.2981162625427,purchase,dev_family_34,addr_family_34
108,73,1436.4960892780286,purchase,dev_family_34,addr_family_34
108,96,754.8989950556709,purchase,dev_family_34,addr_family_34
108,120,748.6436481210965,purchase,dev_family_34,addr_family_34
109,36,1588.8318549291785,purchase,dev_family_34,addr_family_34
109,56,647.5528164371643,purchase,dev_family_34,addr_family_34
109,73,2240.356894081559,purchase,dev_family_34,addr_family_34
110,7,1240.7695387768003,purchase,dev_family_35,addr_family_35
111,22,414.8132196523677,purchase,dev_family_35,addr_family_35
111,41,818.5238508863114,purchase,dev_family_35,addr_family_35
112,39,785.4078330953084,purchase,dev_family_36,addr_family_36
112,63,2520.6445072966762,purchase,dev_family_36,addr_family_36
112,68,1145.7586570708852,purchase,dev_family_36,addr_family_36
112,76,1476.7980092620915,purchase,dev_family_36,addr_family_36
112,85,1105.5514476832536,purchase,dev_family_36,addr_family_36
