customer_id,is_abuse_ring,account_created_day,device_id,address_id
211,0,0,dev_211,addr_211
212,0,35,dev_212,addr_212
213,0,27,dev_213,addr_213
214,0,30,dev_214,addr_214
215,0,11,dev_215,addr_215
216,0,6,dev_216,addr_216
217,0,41,dev_217,addr_217
218,0,39,dev_218,addr_218
219,0,16,dev_219,addr_219
220,0,0,dev_220,addr_220
221,0,34,dev_221,addr_221
222,0,21,dev_222,addr_222
223,0,26,dev_223,addr_223
224,0,18,dev_224,addr_224
225,0,31,dev_225,addr_225
226,0,17,dev_226,addr_226
227,0,0,dev_227,addr_227
228,0,31,dev_228,addr_228
229,0,26,dev_229,addr_229
230,0,20,dev_230,addr_230
231,0,59,dev_231,addr_231
232,0,52,dev_232,addr_232
233,0,37,dev_233,addr_233
234,0,41,dev_234,addr_234
235,0,45,dev_235,addr_235
236,0,40,dev_236,addr_236
237,0,36,dev_237,addr_237
238,0,58,dev_238,addr_238
239,0,30,dev_239,addr_239
240,0,54,dev_240,addr_240
241,0,14,dev_241,addr_241
242,0,36,dev_242,addr_242
243,0,50,dev_243,addr_243
244,0,1,dev_244,addr_244
245,0,56,dev_245,addr_245
246,0,28,dev_246,addr_246
247,0,47,dev_247,addr_247
248,0,5,dev_248,addr_248
249,0,2,dev_249,addr_249
250,0,24,dev_250,addr_250
251,0,1,dev_251,addr_251
252,0,52,dev_252,addr_252
253,0,16,dev_253,addr_253
254,0,37,dev_254,addr_254
255,0,9,dev_255,addr_255
256,0,3,dev_256,addr_256
257,0,59,dev_257,addr_257
258,0,26,dev_258,addr_258
259,0,0,dev_259,addr_259
260,0,28,dev_260,addr_260
261,0,42,dev_261,addr_261
262,0,48,dev_262,addr_262
263,0,16,dev_263,addr_263
264,0,5,dev_264,addr_264
265,0,25,dev_265,addr_265
266,0,20,dev_266,addr_266
267,0,34,dev_267,addr_267
268,0,3,dev_268,addr_268
269,0,50,dev_269,addr_269
270,0,20,dev_270,addr_270
271,0,15,dev_271,addr_271
272,0,26,dev_272,addr_272
273,0,15,dev_273,addr_273
274,0,52,dev_274,addr_274
275,0,16,dev_275,addr_275
276,0,54,dev_276,addr_276
277,0,52,dev_277,addr_277
278,0,47,dev_278,addr_278
279,0,22,dev_279,addr_279
280,0,41,dev_280,addr_280
281,0,9,dev_281,addr_281
282,0,27,dev_282,addr_282
283,0,40,dev_283,addr_283
284,0,26,dev_284,addr_284
285,0,9,dev_285,addr_285
286,0,38,dev_286,addr_286
287,0,1,dev_287,addr_287
288,0,58,dev_288,addr_288
289,0,15,dev_289,addr_289
290,0,26,dev_290,addr_290
291,0,54,dev_291,addr_291
292,0,3,dev_292,addr_292
293,0,7,dev_293,addr_293
294,0,35,dev_294,addr_294
295,0,43,dev_295,addr_295
296,0,13,dev_296,addr_296
297,0,39,dev_297,addr_297
298,0,28,dev_298,addr_298
299,0,30,dev_299,addr_299
300,0,48,dev_300,addr_300
301,0,29,dev_301,addr_301
302,0,39,dev_302,addr_302
303,0,58,dev_303,addr_303
304,0,26,dev_304,addr_304
305,0,13,dev_305,addr_305
306,0,27,dev_306,addr_306
307,0,44,dev_307,addr_307
308,0,13,dev_308,addr_308
309,0,44,dev_309,addr_309
310,0,42,dev_310,addr_310
311,0,42,dev_311,addr_311
312,0,46,dev_312,addr_312
313,0,39,dev_313,addr_313
314,0,19,dev_314,addr_314
315,0,9,dev_315,addr_315
316,0,2,dev_316,addr_316
317,0,49,dev_317,addr_317
318,0,48,dev_318,addr_318
319,0,2,dev_319,addr_319
320,0,44,dev_320,addr_320
321,0,4,dev_321,addr_321
322,0,36,dev_322,addr_322
323,0,1,dev_323,addr_323
324,0,23,dev_324,addr_324
325,0,4,dev_325,addr_325
326,0,34,dev_326,addr_326
327,0,43,dev_327,addr_327
328,0,50,dev_328,addr_328
329,0,25,dev_329,addr_329
330,0,39,dev_330,addr_330
331,0,55,dev_331,addr_331
332,0,42,dev_332,addr_332
333,0,47,dev_333,addr_333
334,0,31,dev_334,addr_334
335,0,48,dev_335,addr_335
336,0,9,dev_336,addr_336
337,0,55,dev_337,addr_337
338,0,11,dev_338,addr_338
339,0,28,dev_339,addr_339
340,0,45,dev_340,addr_340
341,0,26,dev_341,addr_341
342,0,46,dev_342,addr_342
343,0,59,dev_343,addr_343
344,0,32,dev_344,addr_344
345,0,58,dev_345,addr_345
346,0,28,dev_346,addr_346
347,0,44,dev_347,addr_347
348,0,52,dev_348,addr_348
349,0,55,dev_349,addr_349
350,0,34,dev_350,addr_350
351,0,15,dev_351,addr_351
352,0,52,dev_352,addr_352
353,0,20,dev_353,addr_353
354,0,34,dev_354,addr_354
355,0,55,dev_355,addr_355
356,0,11,dev_356,addr_356
357,0,27,dev_357,addr_357
358,0,26,dev_358,addr_358
359,0,35,dev_359,addr_359
360,0,26,dev_360,addr_360
361,0,16,dev_361,addr_361
362,0,8,dev_362,addr_362
363,0,7,dev_363,addr_363
364,0,39,dev_364,addr_364
365,0,26,dev_365,addr_365
366,0,30,dev_366,addr_366
367,0,55,dev_367,addr_367
368,0,39,dev_368,addr_368
369,0,53,dev_369,addr_369
370,0,38,dev_370,addr_370
371,0,49,dev_371,addr_371
372,0,31,dev_372,addr_372
373,0,11,dev_373,addr_373
374,0,57,dev_374,addr_374
375,0,17,dev_375,addr_375
376,0,52,dev_376,addr_376
377,0,13,dev_377,addr_377
378,0,34,dev_378,addr_378
379,0,17,dev_379,addr_379
380,0,9,dev_380,addr_380
381,0,47,dev_381,addr_381
382,0,21,dev_382,addr_382
383,0,52,dev_383,addr_383
384,0,4,dev_384,addr_384
385,0,39,dev_385,addr_385
386,0,49,dev_386,addr_386
387,0,19,dev_387,addr_387
388,0,4,dev_388,addr_388
389,0,8,dev_389,addr_389
390,0,38,dev_390,addr_390
391,0,48,dev_391,addr_391
392,0,36,dev_392,addr_392
393,0,18,dev_393,addr_393
394,0,32,dev_394,addr_394
395,0,53,dev_395,addr_395
396,0,44,dev_396,addr_396
397,0,12,dev_397,addr_397
398,0,26,dev_398,addr_398
399,0,46,dev_399,addr_399
400,0,0,dev_400,addr_400
401,0,10,dev_401,addr_401
402,0,29,dev_402,addr_402
403,0,20,dev_403,addr_403
404,0,4,dev_404,addr_404
405,0,55,dev_405,addr_405
406,0,38,dev_406,addr_406
407,0,52,dev_407,addr_407
408,0,23,dev_408,addr_408
409,0,19,dev_409,addr_409
410,0,53,dev_410,addr_410
411,0,2,dev_411,addr_411
412,0,58,dev_412,addr_412
413,0,58,dev_413,addr_413
414,0,13,dev_414,addr_414
415,0,43,dev_415,addr_415
416,0,38,dev_416,addr_416
417,0,33,dev_417,addr_417
418,0,2,dev_418,addr_418
419,0,58,dev_419,addr_419
420,0,14,dev_420,addr_420
421,0,57,dev_421,addr_421
422,0,15,dev_422,addr_422
423,0,43,dev_423,addr_423
424,0,25,dev_424,addr_424
425,0,55,dev_425,addr_425
426,0,42,dev_426,addr_426
427,0,34,dev_427,addr_427
428,0,37,dev_428,addr_428
429,0,7,dev_429,addr_429
430,0,17,dev_430,addr_430
431,0,1,dev_431,addr_431
432,0,7,dev_432,addr_432
433,0,29,dev_433,addr_433
434,0,15,dev_434,addr_434
435,0,7,dev_435,addr_435
436,0,14,dev_436,addr_436
437,0,30,dev_437,addr_437
438,0,47,dev_438,addr_438
439,0,35,dev_439,addr_439
440,0,38,dev_440,addr_440
441,0,30,dev_441,addr_441
442,0,27,dev_442,addr_442
443,0,50,dev_443,addr_443
444,0,56,dev_444,addr_444
445,0,51,dev_445,addr_445
446,0,42,dev_446,addr_446
447,0,16,dev_447,addr_447
448,0,54,dev_448,addr_448
449,0,35,dev_449,addr_449
450,0,59,dev_450,addr_450
451,0,2,dev_451,addr_451
452,0,1,dev_452,addr_452
453,0,20,dev_453,addr_453
454,0,22,dev_454,addr_454
455,0,35,dev_455,addr_455
456,0,21,dev_456,addr_456
457,0,49,dev_457,addr_457
458,0,39,dev_458,addr_458
459,0,37,dev_459,addr_459
460,0,38,dev_460,addr_460
461,0,14,dev_461,addr_461
462,0,19,dev_462,addr_462
463,0,7,dev_463,addr_463
464,0,43,dev_464,addr_464
465,0,43,dev_465,addr_465
466,0,30,dev_466,addr_466
467,0,46,dev_467,addr_467
468,0,53,dev_468,addr_468
469,0,45,dev_469,addr_469
470,0,15,dev_470,addr_470
471,0,39,dev_471,addr_471
472,0,7,dev_472,addr_472
473,0,22,dev_473,addr_473
474,0,3,dev_474,addr_474
475,0,12,dev_475,addr_475
476,0,4,dev_476,addr_476
477,0,49,dev_477,addr_477
478,0,34,dev_478,addr_478
479,0,16,dev_479,addr_479
480,0,18,dev_480,addr_480
481,0,19,dev_481,addr_481
482,0,31,dev_482,addr_482
483,0,32,dev_483,addr_483
484,0,13,dev_484,addr_484
485,0,36,dev_485,addr_485
486,0,37,dev_486,addr_486
487,0,36,dev_487,addr_487
488,0,19,dev_488,addr_488
489,0,23,dev_489,addr_489
490,0,43,dev_490,addr_490
491,0,32,dev_491,addr_491
492,0,4,dev_492,addr_492
493,0,53,dev_493,addr_493
494,0,52,dev_494,addr_494
495,0,7,dev_495,addr_495
496,0,12,dev_496,addr_496
497,0,39,dev_497,addr_497
498,0,11,dev_498,addr_498
499,0,38,dev_499,addr_499
500,0,23,dev_500,addr_500
501,0,43,dev_501,addr_501
502,0,11,dev_502,addr_502
503,0,41,dev_503,addr_503
504,0,34,dev_504,addr_504
505,0,7,dev_505,addr_505
506,0,0,dev_506,addr_506
507,0,1,dev_507,addr_507
508,0,17,dev_508,addr_508
509,0,2,dev_509,addr_509
510,0,5,dev_510,addr_510
511,0,49,dev_511,addr_511
512,0,12,dev_512,addr_512
513,0,15,dev_513,addr_513
514,0,24,dev_514,addr_514
515,0,57,dev_515,addr_515
516,0,1,dev_516,addr_516
517,0,45,dev_517,addr_517
518,0,37,dev_518,addr_518
519,0,47,dev_519,addr_519
520,0,56,dev_520,addr_520
521,0,41,dev_521,addr_521
522,0,10,dev_522,addr_522
523,0,36,dev_523,addr_523
524,0,5,dev_524,addr_524
525,0,2,dev_525,addr_525
526,0,51,dev_526,addr_526
527,0,27,dev_527,addr_527
528,0,8,dev_528,addr_528
529,0,23,dev_529,addr_529
530,0,40,dev_530,addr_530
531,0,13,dev_531,addr_531
532,0,17,dev_532,addr_532
533,0,56,dev_533,addr_533
534,0,41,dev_534,addr_534
535,0,21,dev_535,addr_535
536,0,21,dev_536,addr_536
537,0,51,dev_537,addr_537
538,0,42,dev_538,addr_538
539,0,14,dev_539,addr_539
540,0,59,dev_540,addr_540
541,0,2,dev_541,addr_541
542,0,36,dev_542,addr_542
543,0,2,dev_543,addr_543
544,0,36,dev_544,addr_544
545,0,58,dev_545,addr_545
546,0,41,dev_546,addr_546
547,0,58,dev_547,addr_547
548,0,18,dev_548,addr_548
549,0,39,dev_549,addr_549
550,0,36,dev_550,addr_550
551,0,57,dev_551,addr_551
552,0,26,dev_552,addr_552
553,0,47,dev_553,addr_553
554,0,27,dev_554,addr_554
555,0,12,dev_555,addr_555
556,0,20,dev_556,addr_556
557,0,42,dev_557,addr_557
558,0,23,dev_558,addr_558
559,0,4,dev_559,addr_559
560,0,35,dev_560,addr_560
561,0,31,dev_561,addr_561
562,0,56,dev_562,addr_562
563,0,47,dev_563,addr_563
564,0,55,dev_564,addr_564
565,0,49,dev_565,addr_565
566,0,21,dev_566,addr_566
567,0,52,dev_567,addr_567
568,0,33,dev_568,addr_568
569,0,49,dev_569,addr_569
570,0,56,dev_570,addr_570
571,0,54,dev_571,addr_571
572,0,38,dev_572,addr_572
573,0,52,dev_573,addr_573
574,0,51,dev_574,addr_574
575,0,25,dev_575,addr_575
576,0,57,dev_576,addr_576
577,0,31,dev_577,addr_577
578,0,58,dev_578,addr_578
579,0,20,dev_579,addr_579
580,0,22,dev_580,addr_580
581,0,13,dev_581,addr_581
582,0,33,dev_582,addr_582
583,0,28,dev_583,addr_583
584,0,48,dev_584,addr_584
585,0,51,dev_585,addr_585
586,0,37,dev_586,addr_586
587,0,4,dev_587,addr_587
588,0,49,dev_588,addr_588
589,0,8,dev_589,addr_589
590,0,24,dev_590,addr_590
591,0,10,dev_591,addr_591
592,0,47,dev_592,addr_592
593,0,54,dev_593,addr_593
594,0,44,dev_594,addr_594
595,0,20,dev_595,addr_595
596,0,23,dev_596,addr_596
597,0,58,dev_597,addr_597
598,0,22,dev_598,addr_598
599,0,4,dev_599,addr_599
600,0,52,dev_600,addr_600
601,0,0,dev_601,addr_601
602,0,50,dev_602,addr_602
603,0,18,dev_603,addr_603
604,0,50,dev_604,addr_604
605,0,21,dev_605,addr_605
606,0,21,dev_606,addr_606
607,0,5,dev_607,addr_607
608,0,42,dev_608,addr_608
609,0,36,dev_609,addr_609
610,0,40,dev_610,addr_610
611,0,28,dev_611,addr_611
612,0,23,dev_612,addr_612
613,0,9,dev_613,addr_613
614,0,36,dev_614,addr_614
615,0,32,dev_615,addr_615
616,0,42,dev_616,addr_616
617,0,59,dev_617,addr_617
618,0,18,dev_618,addr_618
619,0,46,dev_619,addr_619
620,0,10,dev_620,addr_620
621,0,6,dev_621,addr_621
622,0,45,dev_622,addr_622
623,0,8,dev_623,addr_623
624,0,36,dev_624,addr_624
625,0,46,dev_625,addr_625
626,0,42,dev_626,addr_626
627,0,28,dev_627,addr_627
628,0,38,dev_628,addr_628
629,0,57,dev_629,addr_629
630,0,54,dev_630,addr_630
631,0,14,dev_631,addr_631
632,0,12,dev_632,addr_632
633,0,45,dev_633,addr_633
634,0,43,dev_634,addr_634
635,0,48,dev_635,addr_635
636,0,48,dev_636,addr_636
637,0,42,dev_637,addr_637
638,0,44,dev_638,addr_638
639,0,19,dev_639,addr_639
640,0,43,dev_640,addr_640
641,0,9,dev_641,addr_641
642,0,55,dev_642,addr_642
643,0,10,dev_643,addr_643
644,0,40,dev_644,addr_644
645,0,24,dev_645,addr_645
646,0,54,dev_646,addr_646
647,0,25,dev_647,addr_647
648,0,35,dev_648,addr_648
649,0,17,dev_649,addr_649
650,0,17,dev_650,addr_650
651,0,39,dev_651,addr_651
652,0,50,dev_652,addr_652
653,0,12,dev_653,addr_653
654,0,10,dev_654,addr_654
655,0,3,dev_655,addr_655
656,0,35,dev_656,addr_656
657,0,12,dev_657,addr_657
658,0,20,dev_658,addr_658
659,0,47,dev_659,addr_659
660,0,14,dev_660,addr_660
661,0,19,dev_661,addr_661
662,0,35,dev_662,addr_662
663,0,38,dev_663,addr_663
664,0,39,dev_664,addr_664
665,0,7,dev_665,addr_665
666,0,18,dev_666,addr_666
667,0,0,dev_667,addr_667
668,0,38,dev_668,addr_668
669,0,57,dev_669,addr_669
670,0,18,dev_670,addr_670
671,0,56,dev_671,addr_671
672,0,18,dev_672,addr_672
673,0,48,dev_673,addr_673
674,0,58,dev_674,addr_674
675,0,31,dev_675,addr_675
676,0,9,dev_676,addr_676
677,0,57,dev_677,addr_677
678,0,2,dev_678,addr_678
679,0,7,dev_679,addr_679
680,0,53,dev_680,addr_680
681,0,26,dev_681,addr_681
682,0,54,dev_682,addr_682
683,0,43,dev_683,addr_683
684,0,47,dev_684,addr_684
685,0,30,dev_685,addr_685
686,0,2,dev_686,addr_686
687,0,25,dev_687,addr_687
688,0,33,dev_688,addr_688
689,0,55,dev_689,addr_689
690,0,14,dev_690,addr_690
691,0,47,dev_691,addr_691
692,0,51,dev_692,addr_692
693,0,59,dev_693,addr_693
694,0,45,dev_694,addr_694
695,0,41,dev_695,addr_695
696,0,31,dev_696,addr_696
697,0,40,dev_697,addr_697
698,0,14,dev_698,addr_698
699,0,8,dev_699,addr_699
700,0,7,dev_700,addr_700
701,0,15,dev_701,addr_701
702,0,17,dev_702,addr_702
703,0,19,dev_703,addr_703
704,0,15,dev_704,addr_704
705,0,4,dev_705,addr_705
706,0,17,dev_706,addr_706
707,0,20,dev_707,addr_707
708,0,57,dev_708,addr_708
709,0,26,dev_709,addr_709
710,0,3,dev_710,addr_710
711,0,57,dev_711,addr_711
712,0,13,dev_712,addr_712
713,0,28,dev_713,addr_713
714,0,53,dev_714,addr_714
715,0,59,dev_715,addr_715
716,0,45,dev_716,addr_716
717,0,41,dev_717,addr_717
718,0,35,dev_718,addr_718
719,0,59,dev_719,addr_719
720,0,1,dev_720,addr_720
721,0,11,dev_721,addr_721
722,0,6,dev_722,addr_722
723,0,11,dev_723,addr_723
724,0,56,dev_724,addr_724
725,0,57,dev_725,addr_725
726,0,7,dev_726,addr_726
727,0,13,dev_727,addr_727
728,0,46,dev_728,addr_728
729,0,43,dev_729,addr_729
730,0,19,dev_730,addr_730
731,0,9,dev_731,addr_731
732,0,15,dev_732,addr_732
733,0,32,dev_733,addr_733
734,0,46,dev_734,addr_734
735,0,13,dev_735,addr_735
736,0,55,dev_736,addr_736
737,0,25,dev_737,addr_737
738,0,6,dev_738,addr_738
739,0,3,dev_739,addr_739
740,0,38,dev_740,addr_740
741,0,17,dev_741,addr_741
742,0,12,dev_742,addr_742
743,0,35,dev_743,addr_743
744,0,25,dev_744,addr_744
745,0,30,dev_745,addr_745
746,0,51,dev_746,addr_746
747,0,38,dev_747,addr_747
748,0,8,dev_748,addr_748
749,0,26,dev_749,addr_749
750,0,29,dev_750,addr_750
751,0,43,dev_751,addr_751
752,0,8,dev_752,addr_752
753,0,21,dev_753,addr_753
754,0,10,dev_754,addr_754
755,0,20,dev_755,addr_755
756,0,2,dev_756,addr_756
757,0,30,dev_757,addr_757
758,0,31,dev_758,addr_758
759,0,48,dev_759,addr_759
760,0,35,dev_760,addr_760
761,0,17,dev_761,addr_761
762,0,56,dev_762,addr_762
763,0,50,dev_763,addr_763
764,0,37,dev_764,addr_764
765,0,3,dev_765,addr_765
766,0,52,dev_766,addr_766
767,0,28,dev_767,addr_767
768,0,1,dev_768,addr_768
769,0,31,dev_769,addr_769
770,0,24,dev_770,addr_770
771,0,43,dev_771,addr_771
772,0,21,dev_772,addr_772
773,0,39,dev_773,addr_773
774,0,50,dev_774,addr_774
775,0,13,dev_775,addr_775
776,0,59,dev_776,addr_776
777,0,46,dev_777,addr_777
778,0,4,dev_778,addr_778
779,0,12,dev_779,addr_779
780,0,35,dev_780,addr_780
781,0,1,dev_781,addr_781
782,0,30,dev_782,addr_782
783,0,30,dev_783,addr_783
784,0,37,dev_784,addr_784
785,0,4,dev_785,addr_785
786,0,16,dev_786,addr_786
787,0,22,dev_787,addr_787
788,0,25,dev_788,addr_788
789,0,4,dev_789,addr_789
790,0,42,dev_790,addr_790
791,0,47,dev_791,addr_791
792,0,26,dev_792,addr_792
793,0,51,dev_793,addr_793
794,0,50,dev_794,addr_794
795,0,2,dev_795,addr_795
796,0,17,dev_796,addr_796
797,0,59,dev_797,addr_797
798,0,38,dev_798,addr_798
799,0,45,dev_799,addr_799
800,0,19,dev_800,addr_800
801,0,31,dev_801,addr_801
802,0,48,dev_802,addr_802
803,0,4,dev_803,addr_803
804,0,56,dev_804,addr_804
805,0,35,dev_805,addr_805
806,0,55,dev_806,addr_806
807,0,33,dev_807,addr_807
808,0,7,dev_808,addr_808
809,0,36,dev_809,addr_809
810,0,37,dev_810,addr_810
811,0,17,dev_811,addr_811
812,0,3,dev_812,addr_812
813,0,26,dev_813,addr_813
814,0,6,dev_814,addr_814
815,0,23,dev_815,addr_815
816,0,16,dev_816,addr_816
817,0,51,dev_817,addr_817
818,0,59,dev_818,addr_818
819,0,48,dev_819,addr_819
820,0,50,dev_820,addr_820
821,0,55,dev_821,addr_821
822,0,57,dev_822,addr_822
823,0,59,dev_823,addr_823
824,0,10,dev_824,addr_824
825,0,30,dev_825,addr_825
826,0,55,dev_826,addr_826
827,0,13,dev_827,addr_827
828,0,52,dev_828,addr_828
829,0,22,dev_829,addr_829
830,0,31,dev_830,addr_830
831,0,19,dev_831,addr_831
832,0,30,dev_832,addr_832
833,0,9,dev_833,addr_833
834,0,41,dev_834,addr_834
835,0,3,dev_835,addr_835
