customer_id,is_abuse_ring,n_purchases_before_max,max_amount,escalation_ratio,time_to_escalation,account_age_at_escalation,device_sharing,address_sharing
161,0,2,5343.937105763426,5.101264035378358,3,18,0,0
162,0,2,824.7660764589621,1.7202686255566373,9,19,0,0
163,0,1,1855.2417877016148,1.4111358346571836,0,11,0,0
164,0,1,2451.933765402547,3.0151334187535572,0,20,0,0
165,0,1,1987.144458441728,1.7714573921252617,0,5,0,0
166,0,1,1885.6331961609797,3.228323290254749,0,4,0,0
167,0,3,2944.925492441473,7.038455061236151,46,64,0,0
168,0,1,2361.12773165798,3.7734672504447877,0,20,0,0
169,0,2,2203.4281225600907,2.6894067436866083,16,39,0,0
170,0,2,1400.7966418838012,2.6273838432377215,23,39,0,0
171,0,2,1350.2765572009578,1.2564856257982244,20,26,0,0
172,0,1,3321.804698374367,3.52241548360283,0,22,0,0
173,0,1,2479.8108526177657,2.5009432805358833,0,9,0,0
174,0,2,1768.0279239101887,1.769820028494968,13,30,0,0
175,0,1,3451.362786853061,3.378784883124363,0,9,0,0
176,0,1,1836.5042217030325,1.4026989853816674,0,11,0,0
177,0,4,2821.6078785571326,6.017460596057611,38,44,0,0
178,0,2,4173.439992591773,7.700647355343504,15,33,0,0
179,0,2,1913.1353365904013,3.7187536807283834,6,25,0,0
180,0,2,1100.9040595360534,1.8925105737202632,15,37,0,0
181,0,1,2889.037775316387,2.842520448484545,0,17,0,0
182,0,2,1797.8019806902114,1.4937603234934245,21,27,0,0
183,0,1,4430.812972809186,8.54413951817567,0,15,0,0
184,0,2,1892.2677999953603,1.6180464546814064,9,28,0,0
185,0,1,2481.036937310428,2.0882311712689634,0,9,0,0
186,0,1,2696.117868504037,3.097388597267476,0,18,0,0
187,0,4,2252.248934523226,2.9736434469445507,40,49,0,0
188,0,4,4578.477521087563,8.308720470071469,60,67,0,0
189,0,1,1948.6318244790536,1.0,0,6,0,0
190,0,2,2071.4160818003943,2.0278775447293373,23,28,0,0
191,0,3,5000.886007447963,4.052169550905752,27,46,0,0
192,0,1,1720.796796488934,1.3214944625203462,0,19,0,0
193,0,5,3175.01040134232,3.872967892101508,44,47,0,0
194,0,2,1951.660999446175,3.0272807550460255,6,11,0,0
195,0,1,3364.6368930381427,5.773355915672987,0,7,0,0
196,0,3,2317.008322901877,2.411684467828984,36,40,0,0
197,0,2,2944.482398812552,2.6051515172387147,18,35,0,0
198,0,1,2877.4412963979084,6.593409241250425,0,15,0,0
199,0,2,1653.7627331397282,2.261453569417842,23,36,0,0
200,0,2,1758.011293095955,1.3132413092069803,23,31,0,0
201,0,1,2113.448384694273,2.9818753431244387,0,16,0,0
202,0,5,3045.225236548081,8.945017808637681,67,88,0,0
203,0,1,2403.388882036439,6.313452361822493,0,22,0,0
204,0,2,3698.564618394358,6.145221263393924,5,25,0,0
205,0,5,2960.169814629938,3.2421374937535314,60,67,0,0
206,0,1,1889.081653898129,3.783643486702034,0,14,0,0
207,0,3,2272.406395537256,2.0941989687701774,30,38,0,0
208,0,6,1708.5652693966697,1.942321375233848,43,51,0,0
209,0,3,2089.1061837395555,2.488328306788773,33,41,0,0
210,0,2,4609.637677629845,4.0301326099227435,14,37,0,0
211,0,1,2058.068147054309,2.358701441566861,0,9,0,0
212,0,2,1031.525222312401,1.3407045666037598,7,18,0,0
213,0,5,2267.248382272592,2.9838300337423274,38,47,0,0
214,0,1,3004.8748897651985,2.4220316002320406,0,24,0,0
215,0,3,1870.9635464813648,2.4514348843300113,25,40,0,0
216,0,3,2034.097405170829,2.256879979152931,29,50,0,0
217,0,1,5094.3211070428415,7.880366400143683,0,6,0,0
218,0,1,2280.3968057811426,4.107232511144809,0,22,0,0
219,0,1,1776.6034400354304,2.1662733140074044,0,20,0,0
220,0,2,2273.956188993249,1.882309136571193,10,23,0,0
221,0,2,2231.5270602968844,3.2184630994884333,9,27,0,0
222,0,5,2069.1239695804525,2.076886708043526,35,40,0,0
223,0,1,2337.4826843498854,1.5337362620005854,0,9,0,0
224,0,2,3047.725504330776,3.4260214345623456,4,8,0,0
225,0,1,2165.803586277182,1.0,0,5,0,0
226,0,2,2290.73708490074,2.860169922033287,22,32,0,0
227,0,2,2181.9952181847625,1.2586198160745787,9,15,0,0
228,0,3,2362.882062398817,2.0631095506669217,32,39,0,0
229,0,5,3114.352423066973,5.968901887031474,57,71,0,0
230,0,1,1652.6930946062469,1.8459988224624506,0,22,0,0
231,0,2,1707.6005544773634,1.4687712164352487,16,32,0,0
232,0,1,1830.978798269224,2.214689753793495,0,3,0,0
233,0,5,3088.8700218251065,4.92048240275607,54,65,0,0
234,0,3,1418.7985256610425,2.9118517289316936,40,64,0,0
235,0,2,5471.03847532168,3.141422552882622,17,33,0,0
236,0,7,3534.87589278366,5.818769773910289,79,83,0,0
237,0,1,1195.2578644160217,1.8083914319506253,0,8,0,0
238,0,4,2366.0528574129835,3.82526733930317,30,54,0,0
239,0,3,1511.30089654142,2.068678973145415,18,25,0,0
240,0,4,1860.1441493597229,2.7880065419914177,40,48,0,0
241,0,1,1623.5358241399065,1.2820285233422748,0,8,0,0
242,0,3,1463.4100964778056,2.1305601543436805,16,37,0,0
243,0,5,1791.125381438664,3.1350628408769983,78,97,0,0
244,0,2,3097.335172842186,2.5174201846883997,10,19,0,0
245,0,1,1983.2201565995235,3.8245656435735222,0,7,0,0
246,0,2,3700.297542737658,2.83194474953489,5,27,0,0
247,0,3,4486.834711307472,8.13661536197851,38,42,0,0
248,0,1,2790.6809449674324,2.7836442599674895,0,8,0,0
249,0,5,2473.700380291483,2.5275717489358973,73,85,0,0
250,0,2,3079.085848180209,3.1774949418799086,16,36,0,0
251,0,2,1637.9821659769125,1.9245436394522721,21,42,0,0
252,0,1,1345.8433790283073,2.3916153692560536,0,19,0,0
253,0,1,3593.064427714523,3.7819113471902694,0,9,0,0
254,0,2,2543.7545249802984,5.0066786019996625,19,39,0,0
255,0,4,2137.846687221824,2.3594994412557218,25,30,0,0
256,0,4,1837.024366847576,3.1559239827142003,29,34,0,0
257,0,5,2126.7485676958254,3.879525666684206,69,72,0,0
258,0,1,2310.538736455544,2.714075894801287,0,22,0,0
259,0,4,2905.5058334254795,2.775406583780766,44,52,0,0
260,0,2,1306.4218991059724,2.2363514559973092,21,39,0,0
261,0,3,2378.846951026701,2.311271423504882,39,53,0,0
262,0,2,1506.6514048536278,1.8246531118562082,11,33,0,0
263,0,3,1398.2818787867702,1.565873796194413,36,59,0,0
264,0,2,1346.3705662870432,2.5631719457141493,22,29,0,0
265,0,2,3078.250286510716,3.9685221101296864,16,20,0,0
266,0,3,1571.48608776704,2.150567720549244,25,34,0,0
267,0,1,2484.6608404431745,3.029613414946298,0,6,0,0
268,0,2,3279.509952912809,2.085328258595633,4,19,0,0
269,0,2,793.2035645849163,1.330019395651953,18,28,0,0
270,0,3,1632.0408590736524,3.728661495156746,16,31,0,0
271,0,3,1596.637026832297,2.426708645880696,31,46,0,0
272,0,2,1903.620216864273,2.0442069519548607,4,21,0,0
273,0,6,3135.037388694225,3.8488828552617194,65,82,0,0
274,0,4,2436.490429958324,3.604528183802155,39,45,0,0
275,0,4,4102.76261042656,4.238534988700418,19,36,0,0
276,0,1,3169.772005357234,2.77848235140902,0,24,0,0
277,0,2,1803.4850828529525,2.770976063307527,3,18,0,0
278,0,1,2089.555678340895,1.0,0,4,0,0
279,0,1,1782.991519958233,1.0,0,5,0,0
280,0,2,2279.598167806245,2.5697476768105223,15,33,0,0
281,0,1,1238.1097292126535,1.697642005853666,0,17,0,0
282,0,3,4180.847870455786,7.542678600312805,42,49,0,0
283,0,4,2180.5422106742626,2.439136492826388,25,32,0,0
284,0,1,1600.9561436412323,1.3301398938058222,0,7,0,0
285,0,2,1481.527266226721,1.4998728580697656,24,43,0,0
286,0,4,2615.2057823687423,4.644801275021638,22,42,0,0
287,0,2,1814.4301262788904,2.314005985252162,14,32,0,0
288,0,3,2211.890668334665,2.3759319861182355,45,48,0,0
289,0,1,878.6913259490219,1.820048403960764,0,4,0,0
290,0,1,2087.772794927646,1.8909436865348617,0,7,0,0
291,0,2,3551.301702737861,3.7424561414673576,10,25,0,0
292,0,1,2476.650857197829,3.2389584034904626,0,22,0,0
293,0,4,2342.062191017196,2.2201799366244996,48,72,0,0
294,0,2,1631.5727577968585,2.3000348859892137,14,25,0,0
295,0,2,2708.700888837393,2.27954016342324,9,16,0,0
296,0,2,1254.8896012188284,2.0579952838850306,18,39,0,0
297,0,2,1219.143779768366,1.3061504860597497,20,41,0,0
298,0,4,1819.873195580097,4.461785785639747,45,62,0,0
299,0,4,3355.807093695223,3.1257806385845557,49,63,0,0
300,0,3,2346.997370519536,1.9854154859055948,28,49,0,0
301,0,2,1736.3691193607797,2.0267421833266765,16,29,0,0
302,0,3,1597.557610631192,1.7359940986660034,10,19,0,0
303,0,4,2075.231029378732,2.7345836593920243,44,49,0,0
304,0,3,1818.015826077408,2.323816455944359,28,41,0,0
305,0,2,1307.3507623945775,1.2311687966628262,20,41,0,0
306,0,3,1945.3731913687916,3.394037666018347,23,42,0,0
307,0,5,2046.603041446366,4.495430678485668,46,50,0,0
308,0,1,2697.775863984209,2.278747355155698,0,4,0,0
309,0,1,4603.619027878572,1.0,0,11,0,0
310,0,2,2193.1343813488397,1.681648304685828,16,31,0,0
311,0,1,2086.8544521073604,1.5910163407121154,0,11,0,0
312,0,3,1574.5621702563244,1.8468357958306847,30,33,0,0
313,0,1,2983.301013110058,3.6869871144468562,0,5,0,0
314,0,4,1250.2001100565742,2.2265796901092445,53,70,0,0
315,0,2,3284.980154539183,2.4620123160747007,6,18,0,0
316,0,1,1776.419324119394,5.100590464863591,0,7,0,0
317,0,1,1603.3584658129466,2.2441965818348755,0,23,0,0
318,0,2,1720.902537961516,1.0956689940238393,9,21,0,0
319,0,1,1673.9881533444743,1.069592366081117,0,5,0,0
320,0,2,2550.47025565101,4.469835863150806,11,23,0,0
321,0,1,3446.8963506832524,3.1940361788693927,0,10,0,0
322,0,2,2044.815047267417,3.3388512817193567,4,11,0,0
323,0,1,2080.70432174128,2.491227842050428,0,11,0,0
324,0,1,835.084637667396,1.0,0,20,0,0
325,0,1,3382.7101525408957,9.086603448205327,0,11,0,0
326,0,2,1214.998123310192,1.2930158030210188,24,36,0,0
327,0,4,1924.963011194374,1.8359978769785938,27,38,0,0
328,0,1,3035.74640639331,3.5660180492354834,0,6,0,0
329,0,2,1307.827562997477,1.8062498043405322,14,20,0,0
330,0,4,5590.011021160997,5.484350742018566,35,49,0,0
331,0,2,3358.6907439238144,3.8355720962362194,17,33,0,0
332,0,3,1789.3986737614694,1.328007100530668,39,59,0,0
333,0,1,2044.8643454102323,2.966207895796906,0,5,0,0
334,0,2,1790.609439214747,4.34512722563422,24,43,0,0
335,0,4,1471.0531268375244,1.8917170259015819,38,55,0,0
336,0,1,2103.1336138594024,1.7363385079965272,0,3,0,0
337,0,3,1868.971654589033,3.0991324610761826,28,43,0,0
338,0,4,1788.6190113027476,2.625042436083787,50,60,0,0
339,0,3,2415.517683614479,3.7557571458567054,23,46,0,0
340,0,4,1983.325894366582,1.429372692449473,52,59,0,0
341,0,1,908.955772605943,1.0,0,5,0,0
342,0,4,2347.907852497679,2.075118243001178,19,33,0,0
343,0,2,1751.364918086008,2.0622682318394663,12,34,0,0
344,0,1,1031.933835729428,1.124844459306347,0,18,0,0
345,0,3,2348.5445037061536,1.822611730048319,20,36,0,0
346,0,3,1426.4127821153736,1.4837797962261436,14,20,0,0
347,0,1,2196.3063810669496,2.235872512888834,0,23,0,0
348,0,4,2295.5764590311114,3.7393919138641936,19,35,0,0
349,0,1,1177.3529717982556,1.2452719124348217,0,18,0,0
350,0,2,3093.987036367145,4.189167426321086,10,13,0,0
351,0,7,2660.298775465689,4.90528156271548,55,65,0,0
352,0,1,1442.4690582877874,1.3086738599245167,0,10,0,0
353,0,2,2091.119625425211,1.8095806689517893,9,13,0,0
354,0,5,2571.811645328163,3.140525402062276,47,55,0,0
355,0,4,2990.21203925245,3.584543011549713,31,46,0,0
356,0,2,3051.066674308545,2.6839278828156194,18,37,0,0
357,0,1,2661.3464527307137,1.907690867427863,0,18,0,0
358,0,1,1686.9459720700631,1.842238728841548,0,19,0,0
359,0,6,4088.334987970949,8.797914711545031,61,82,0,0
360,0,1,2688.5566165220466,2.8003263184233202,0,21,0,0
361,0,2,2714.339569573159,3.640726050785477,3,17,0,0
362,0,2,1939.3565694315887,3.891329583541413,6,18,0,0
363,0,4,2047.6196845622956,2.3688283718871896,43,60,0,0
364,0,3,2104.195629299629,3.3049592582837897,35,55,0,0
365,0,4,3596.338627282066,3.7368758317408433,13,24,0,0
366,0,3,4508.573215157721,5.272192881516248,13,33,0,0
367,0,5,1957.6862544688631,3.1355716464775134,55,78,0,0
368,0,1,3022.7641836609628,1.0,0,12,0,0
369,0,1,3114.37902180538,6.378335075214866,0,6,0,0
370,0,4,1080.6892540233987,2.1241142230585885,35,39,0,0
371,0,2,3264.7814848521625,3.2089888968503923,10,16,0,0
372,0,2,2874.8794800742994,4.0136142253501355,4,14,0,0
373,0,3,2411.110482831519,1.5592226570811478,22,34,0,0
374,0,4,2645.0646695755718,4.362643168753441,44,51,0,0
375,0,4,2229.2168659858958,2.3436216955762035,31,46,0,0
376,0,3,2394.350767975983,1.40356678206023,31,37,0,0
377,0,1,3225.62894957837,2.5829210643107716,0,21,0,0
378,0,4,2086.712286450042,2.420947225160577,51,60,0,0
379,0,3,1982.0360109065075,4.802589208150989,28,44,0,0
380,0,2,1459.0735365369503,1.7476085123188883,15,19,0,0
381,0,2,2731.949364201128,2.4953234064970986,12,36,0,0
382,0,5,1776.4479737993213,2.362366654984824,49,63,0,0
383,0,1,3087.5717217834963,3.1631296650868737,0,9,0,0
384,0,1,3018.129416492221,4.132315225624402,0,14,0,0
385,0,4,2838.5753671112006,2.6866718273832726,51,65,0,0
386,0,3,1630.3833522421971,1.336788455079648,28,37,0,0
387,0,1,2620.423296845459,2.765352693427667,0,13,0,0
388,0,3,1865.5273905007407,1.466173650779348,18,37,0,0
389,0,2,3494.977431622294,17.474887158111468,23,31,0,0
390,0,3,3212.7320489248573,6.083449197440756,32,42,0,0
391,0,2,1618.7968320250593,1.2676787759669572,19,41,0,0
392,0,3,1622.0524123794946,1.5796068685957516,24,38,0,0
393,0,4,4026.0924508143385,4.08145691263975,45,57,0,0
394,0,2,2222.541972774728,2.728833079760739,11,19,0,0
395,0,2,1696.335316783994,1.6618819596383207,8,32,0,0
396,0,3,2362.005261576515,2.0861672394111808,22,38,0,0
397,0,2,2341.5137612804365,9.611006421329547,19,28,0,0
398,0,3,2445.2217094577286,1.9239558974656876,34,48,0,0
399,0,4,3243.932680074337,4.377490409026973,55,60,0,0
400,0,2,4172.745516750316,6.255039240268224,24,29,0,0
401,0,1,1969.4667668762208,1.7804181257258727,0,4,0,0
402,0,1,1482.01672360946,2.9757375484703577,0,16,0,0
403,0,5,2585.355532852745,2.939820105636454,53,68,0,0
404,0,2,1686.4331325409073,2.871699947830862,24,29,0,0
405,0,2,2390.1498325355024,2.2937175804755046,14,17,0,0
406,0,2,3143.116615499433,2.66066323130305,12,34,0,0
407,0,3,3162.2845306691565,3.1134980300813067,24,44,0,0
408,0,5,5194.072675997833,4.492231635816334,51,59,0,0
409,0,1,1800.1521552823183,1.8996497922943394,0,10,0,0
410,0,3,2470.843029302709,1.3590474891738589,28,32,0,0
411,0,1,6661.37005910384,12.282332083337424,0,19,0,0
412,0,3,1295.0811983485323,1.9947277853397047,15,34,0,0
413,0,1,2873.113603579006,1.9640433646417057,0,13,0,0
414,0,1,2833.336121376819,1.9323370152532942,0,4,0,0
415,0,2,1498.0901665198917,2.2329579836474625,7,29,0,0
416,0,2,1905.0970069138127,3.0279915706699527,9,32,0,0
417,0,4,3891.617885447056,5.690383590083118,10,21,0,0
418,0,1,1025.753635364996,1.1045465658226923,0,21,0,0
419,0,2,2322.957103690343,2.268300410278351,11,24,0,0
420,0,1,1993.6650100474917,3.072067162258698,0,23,0,0
421,0,1,1975.6989853786804,2.8104514535564475,0,13,0,0
422,0,3,4550.485937618875,4.4949619498790945,32,55,0,0
423,0,2,2147.718029993306,3.313529325915884,4,16,0,0
424,0,4,1599.8867193818262,2.491278210673436,56,60,0,0
425,0,4,3234.876905237651,4.356774526513385,52,64,0,0
426,0,3,2599.474361763722,7.36341098208729,37,47,0,0
427,0,2,2219.0686709617594,4.373221529228643,12,20,0,0
428,0,2,2822.055522373222,4.7614374986899675,5,28,0,0
429,0,2,2456.668948216955,1.949604747452863,18,23,0,0
430,0,5,3308.167028786345,3.4403584217099805,73,85,0,0
431,0,2,2909.069549060638,3.3272081703393956,6,21,0,0
432,0,1,1171.6712970735489,1.0,0,7,0,0
433,0,3,1700.2996325249048,2.2675576834678086,34,57,0,0
434,0,1,754.8496843618339,1.0,0,4,0,0
435,0,3,1942.640676685803,3.9989755245990293,30,43,0,0
436,0,6,2186.6301301582357,4.161883047735158,62,77,0,0
437,0,1,3822.864566223804,3.7245432679082615,0,21,0,0
438,0,1,4828.333514931968,8.794434719578268,0,19,0,0
439,0,2,2426.4267000785376,2.7085782604160373,23,45,0,0
440,0,3,3371.860423446972,3.8325553695774204,13,32,0,0
441,0,2,2997.249962892323,3.6971702556421087,24,36,0,0
442,0,4,3779.041546763133,5.067110278185424,36,41,0,0
443,0,1,3488.2752812866534,1.815447010912255,0,15,0,0
444,0,5,3447.363751918287,4.273550301514,60,68,0,0
445,0,4,2313.3126157069355,2.7146483455906214,40,62,0,0
446,0,1,2783.840561127113,2.1010579005449963,0,9,0,0
447,0,1,1110.2077806239658,1.0,0,7,0,0
448,0,3,1911.3691151510136,2.647055970097187,45,61,0,0
449,0,3,1865.1050186213768,1.9385386961620765,38,45,0,0
